id;description;name;userName;createdAt;updatedAt;dietGroupId
790;;Supplement Mix For Late-Gestation, 24 - 36 Weeks, Fed At 1% Of BW;;2017-12-05 18:02:37.564+00;2017-12-05 18:02:37.564+00;215
791;;Supplement Mix For Late-Geststion, 24 - 36 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:02:42.776+00;2017-12-05 18:02:42.776+00;199
792;;Supplement Mix For Late-Geststion, 24 - 36 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:02:47.652+00;2017-12-05 18:02:47.652+00;201
793;;Supplement Mix For Late-Geststion, 24 - 36 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:02:52.499+00;2017-12-05 18:02:52.499+00;203
794;;Supplement Mix For Late-Geststion, 24 - 36 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:02:57.254+00;2017-12-05 18:02:57.254+00;204
795;;Supplement Mix For Late-Geststion, 24 - 36 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:03:02.188+00;2017-12-05 18:03:02.188+00;205
796;;Supplement Mix For Late-Geststion, 24 - 36 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:03:06.994+00;2017-12-05 18:03:06.994+00;206
797;;Supplement Mix For Maintenance, Fed At 0.5% Of BW;;2017-12-05 18:03:11.94+00;2017-12-05 18:03:11.94+00;199
798;;Supplement Mix For Maintenance, Fed At 0.5% Of BW;;2017-12-05 18:03:16.72+00;2017-12-05 18:03:16.72+00;203
799;;Supplement Mix For Maintenance, Fed At 0.5% Of BW;;2017-12-05 18:03:21.676+00;2017-12-05 18:03:21.676+00;201
800;;Supplement Mix For Maintenance, Fed At 0.5% Of BW;;2017-12-05 18:03:26.469+00;2017-12-05 18:03:26.469+00;204
801;;Supplement Mix For Maintenance, Fed At 0.5% Of BW;;2017-12-05 18:03:31.459+00;2017-12-05 18:03:31.459+00;205
802;;Supplement Mix For Maintenance, Fed At 0.5% Of BW;;2017-12-05 18:03:36.264+00;2017-12-05 18:03:36.264+00;206
803;;Supplement Mix For Maintenance, Fed At 1% Of BW;;2017-12-05 18:03:41.219+00;2017-12-05 18:03:41.219+00;208
804;;Supplement Mix For Maintenance, Fed At 1% Of BW;;2017-12-05 18:03:46.001+00;2017-12-05 18:03:46.001+00;210
805;;Supplement Mix For Maintenance, Fed At 1% Of BW;;2017-12-05 18:03:51.028+00;2017-12-05 18:03:51.028+00;212
806;;Supplement Mix For Maintenance, Fed At 1% Of BW;;2017-12-05 18:03:55.854+00;2017-12-05 18:03:55.854+00;213
807;;Supplement Mix For Maintenance, Fed At 1% Of BW;;2017-12-05 18:04:00.836+00;2017-12-05 18:04:00.836+00;214
808;;Supplement Mix For Maintenance, Fed At 1% Of BW;;2017-12-05 18:04:05.638+00;2017-12-05 18:04:05.638+00;215
809;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:04:10.581+00;2017-12-05 18:04:10.581+00;199
810;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:04:15.34+00;2017-12-05 18:04:15.34+00;201
811;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:04:20.331+00;2017-12-05 18:04:20.331+00;203
812;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:04:25.13+00;2017-12-05 18:04:25.13+00;204
813;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:04:30.082+00;2017-12-05 18:04:30.082+00;205
814;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:04:34.858+00;2017-12-05 18:04:34.858+00;206
815;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 1% Of BW;;2017-12-05 18:04:39.808+00;2017-12-05 18:04:39.808+00;208
816;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 1% Of BW;;2017-12-05 18:04:44.582+00;2017-12-05 18:04:44.582+00;210
817;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 1% Of BW;;2017-12-05 18:04:49.524+00;2017-12-05 18:04:49.524+00;212
818;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 1% Of BW;;2017-12-05 18:04:54.307+00;2017-12-05 18:04:54.307+00;213
819;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 1% Of BW;;2017-12-05 18:04:59.309+00;2017-12-05 18:04:59.309+00;214
820;;Supplement Mix For Mid-Gestation, 12 - 24 Weeks, Fed At 1% Of BW;;2017-12-05 18:05:04.108+00;2017-12-05 18:05:04.108+00;215
821;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:05:09.058+00;2017-12-05 18:05:09.058+00;199
822;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:05:13.831+00;2017-12-05 18:05:13.831+00;201
823;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:05:18.793+00;2017-12-05 18:05:18.793+00;203
824;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:05:23.572+00;2017-12-05 18:05:23.572+00;204
825;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:05:28.507+00;2017-12-05 18:05:28.507+00;205
826;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 0.5% Of BW;;2017-12-05 18:05:33.267+00;2017-12-05 18:05:33.267+00;206
827;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 1% Of BW;;2017-12-05 18:05:38.098+00;2017-12-05 18:05:38.098+00;208
828;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 1% Of BW;;2017-12-05 18:05:42.876+00;2017-12-05 18:05:42.876+00;210
829;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 1% Of BW;;2017-12-05 18:05:47.661+00;2017-12-05 18:05:47.661+00;212
830;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 1% Of BW;;2017-12-05 18:05:52.436+00;2017-12-05 18:05:52.436+00;213
831;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 1% Of BW;;2017-12-05 18:05:57.219+00;2017-12-05 18:05:57.219+00;214
832;;Supplement Mix For mid-Lactation, 6 - 12 Weeks, Fed At 1% Of BW;;2017-12-05 18:06:02.177+00;2017-12-05 18:06:02.177+00;215
833;;Two Year Old, 24 Months - In Training;;2017-12-05 18:06:05.06+00;2017-12-05 18:06:05.06+00;168
834;;Two Year Old, 24 Months - In Training;;2017-12-05 18:06:08.133+00;2017-12-05 18:06:08.133+00;169
835;;Two Year Old, 24 Months - Not In Training;;2017-12-05 18:06:11.141+00;2017-12-05 18:06:11.141+00;168
836;;Two Year Old, 24 Months - Not In Training;;2017-12-05 18:06:14.136+00;2017-12-05 18:06:14.136+00;169
837;;Weaned Kittens, From 4 Weeks To 14 Weeks Old;;2017-12-05 18:06:16.336+00;2017-12-05 18:06:16.336+00;117
838;;Weaned Kittens, From 4 Weeks To 14 Weeks Old;;2017-12-05 18:06:19.199+00;2017-12-05 18:06:19.199+00;118
839;;Weaned Puppies, From 4 Weeks Onwards And Up To 14 Weeks Old;;2017-12-05 18:06:22.038+00;2017-12-05 18:06:22.038+00;120
840;;Weaned Puppies, From 4 Weeks Onwards And Up To 14 Weeks Old;;2017-12-05 18:06:24.91+00;2017-12-05 18:06:24.91+00;121
841;;Weanling Ration, Up To 3 Months Old, To Be Fed Ad Lib;;2017-12-05 18:06:30.541+00;2017-12-05 18:06:30.541+00;165
842;;Weanling Ration, Up To 3 Months Old, To Be Fed Ad Lib;;2017-12-05 18:06:35.466+00;2017-12-05 18:06:35.466+00;166
843;;Weanling Ration, Up To 6 Months Old, To Be Fed Ad Lib;;2017-12-05 18:06:40.493+00;2017-12-05 18:06:40.493+00;165
844;;Weanling Ration, Up To 6 Months Old, To Be Fed Ad Lib;;2017-12-05 18:06:45.374+00;2017-12-05 18:06:45.374+00;166
845;;Weanling Supplement, Up To 3 Months Old, Fed At 0.5% Of BW;;2017-12-05 18:06:50.409+00;2017-12-05 18:06:50.409+00;159
846;;Weanling Supplement, Up To 3 Months Old, Fed At 0.5% Of BW;;2017-12-05 18:06:55.402+00;2017-12-05 18:06:55.402+00;160
847;;Weanling Supplement, Up To 3 Months Old, Fed At 1% Of BW;;2017-12-05 18:07:00.512+00;2017-12-05 18:07:00.512+00;162
848;;Weanling Supplement, Up To 3 Months Old, Fed At 1% Of BW;;2017-12-05 18:07:05.543+00;2017-12-05 18:07:05.543+00;163
849;;Weanling Supplement, Up To 6 Months Old, Fed At 0.5% Of BW;;2017-12-05 18:07:10.795+00;2017-12-05 18:07:10.795+00;159
850;;Weanling Supplement, Up To 6 Months Old, Fed At 0.5% Of BW;;2017-12-05 18:07:15.839+00;2017-12-05 18:07:15.839+00;160
851;;Weanling Supplement, Up To 6 Months Old, Fed At 1% Of BW;;2017-12-05 18:07:21.066+00;2017-12-05 18:07:21.066+00;162
852;;Weanling Supplement, Up To 6 Months Old, Fed At 1% Of BW;;2017-12-05 18:07:25.949+00;2017-12-05 18:07:25.949+00;163
853;;Weanling, 4 Months;;2017-12-05 18:07:29+00;2017-12-05 18:07:29+00;168
854;;Weanling, 4 Months;;2017-12-05 18:07:32+00;2017-12-05 18:07:32+00;169
855;;Weanling, 6 Months - Moderate Growth;;2017-12-05 18:07:35.043+00;2017-12-05 18:07:35.043+00;168
856;;Weanling, 6 Months - Moderate Growth;;2017-12-05 18:07:38.188+00;2017-12-05 18:07:38.188+00;169
857;;Weanling, 6 Months - Rapid Growth;;2017-12-05 18:07:41.323+00;2017-12-05 18:07:41.323+00;168
858;;Weanling, 6 Months - Rapid Growth;;2017-12-05 18:07:44.379+00;2017-12-05 18:07:44.379+00;169
859;;Weighing Around 450 kg (1000 lb), And In 1st 6 Months Of Gestation;;2017-12-05 18:07:47.965+00;2017-12-05 18:07:47.965+00;217
860;;Weighing Around 450 kg (1000 lb), And In 1st 6 Months Of Gestation;;2017-12-05 18:07:52.046+00;2017-12-05 18:07:52.046+00;218
861;;Weighing Around 450 kg (1000 lb), And In Last 3 Months Of Gestation;;2017-12-05 18:07:56.307+00;2017-12-05 18:07:56.307+00;217
862;;Weighing Around 450 kg (1000 lb), And In Last 3 Months Of Gestation;;2017-12-05 18:08:00.792+00;2017-12-05 18:08:00.792+00;218
863;;Weighing Around 500 kg (1100 lb), And In 1st 6 Months Of Gestation;;2017-12-05 18:08:05.013+00;2017-12-05 18:08:05.013+00;217
864;;Weighing Around 500 kg (1100 lb), And In 1st 6 Months Of Gestation;;2017-12-05 18:08:09.294+00;2017-12-05 18:08:09.294+00;218
865;;Weighing Around 500 kg (1100 lb), And In Last 3 Months Of Gestation;;2017-12-05 18:08:13.54+00;2017-12-05 18:08:13.54+00;217
866;;Weighing Around 500 kg (1100 lb), And In Last 3 Months Of Gestation;;2017-12-05 18:08:17.765+00;2017-12-05 18:08:17.765+00;218
867;;Weighing Around 545 kg (1200 lb), And In 1st 6 Months Of Gestation;;2017-12-05 18:08:21.999+00;2017-12-05 18:08:21.999+00;217
868;;Weighing Around 545 kg (1200 lb), And In 1st 6 Months Of Gestation;;2017-12-05 18:08:26.22+00;2017-12-05 18:08:26.22+00;218
869;;Weighing Around 545 kg (1200 lb), And In Last 3 Months Of Gestation;;2017-12-05 18:08:30.49+00;2017-12-05 18:08:30.49+00;217
870;;Weighing Around 545 kg (1200 lb), And In Last 3 Months Of Gestation;;2017-12-05 18:08:34.677+00;2017-12-05 18:08:34.677+00;218
871;;White Egg Layers, Feed Intake Around 100 g/Bird/Day;;2017-12-05 18:08:40.764+00;2017-12-05 18:08:40.764+00;64
872;;White Egg Layers, Feed Intake Around 100 g/Bird/Day;;2017-12-05 18:08:47.316+00;2017-12-05 18:08:47.316+00;65
873;;White Egg Layers, Feed Intake Around 110 g/Bird/Day;;2017-12-05 18:08:54.05+00;2017-12-05 18:08:54.05+00;64
874;;White Egg Layers, Feed Intake Around 110 g/Bird/Day;;2017-12-05 18:09:00.877+00;2017-12-05 18:09:00.877+00;65
875;;White Egg Layers, Feed Intake Around 120 g/Bird/Day;;2017-12-05 18:09:07.462+00;2017-12-05 18:09:07.462+00;64
876;;White Egg Layers, Feed Intake Around 120 g/Bird/Day;;2017-12-05 18:09:14.239+00;2017-12-05 18:09:14.239+00;65
877;;White Egg Layers, Feed Intake Around 80 g/Bird/Day;;2017-12-05 18:09:20.998+00;2017-12-05 18:09:20.998+00;64
878;;White Egg Layers, Feed Intake Around 80 g/Bird/Day;;2017-12-05 18:09:27.598+00;2017-12-05 18:09:27.598+00;65
879;;White Egg Layers, Feed Intake Around 90 g/Bird/Day;;2017-12-05 18:09:34.605+00;2017-12-05 18:09:34.605+00;64
880;;White Egg Layers, Feed Intake Around 90 g/Bird/Day;;2017-12-05 18:09:41.583+00;2017-12-05 18:09:41.583+00;65
881;;White Egg Strain, 0 - 6 Weeks, Ending Around 450 g BW;;2017-12-05 18:09:48.799+00;2017-12-05 18:09:48.799+00;67
882;;White Egg Strain, 0 - 6 Weeks, Ending Around 450 g BW;;2017-12-05 18:09:55.444+00;2017-12-05 18:09:55.444+00;68
883;;White Egg Strain, 12 - 18 Weeks, Ending Around 1375 g BW;;2017-12-05 18:10:02.328+00;2017-12-05 18:10:02.328+00;67
884;;White Egg Strain, 12 - 18 Weeks, Ending Around 1375 g BW;;2017-12-05 18:10:09.123+00;2017-12-05 18:10:09.123+00;68
885;;White Egg Strain, 18 Weeks To 1st Egg, Ending Around 1475 g BW;;2017-12-05 18:10:15.829+00;2017-12-05 18:10:15.829+00;67
886;;White Egg Strain, 18 Weeks To 1st Egg, Ending Around 1475 g BW;;2017-12-05 18:10:22.647+00;2017-12-05 18:10:22.647+00;68
887;;White Egg Strain, 6 - 12 Weeks, Ending Around 980 g BW;;2017-12-05 18:10:29.2+00;2017-12-05 18:10:29.2+00;67
888;;White Egg Strain, 6 - 12 Weeks, Ending Around 980 g BW;;2017-12-05 18:10:35.845+00;2017-12-05 18:10:35.845+00;68
889;;Yearling Ration, At 12 Months Of Age, To Be Fed Ad Lib;;2017-12-05 18:10:41.787+00;2017-12-05 18:10:41.787+00;165
890;;Yearling Ration, At 12 Months Of Age, To Be Fed Ad Lib;;2017-12-05 18:10:46.71+00;2017-12-05 18:10:46.71+00;166
891;;Yearling Supplement, At 12 Months Of Age, Fed At 0.5% Of BW;;2017-12-05 18:10:51.751+00;2017-12-05 18:10:51.751+00;159
892;;Yearling Supplement, At 12 Months Of Age, Fed At 0.5% Of BW;;2017-12-05 18:10:56.727+00;2017-12-05 18:10:56.727+00;160
893;;Yearling Supplement, At 12 Months Of Age, Fed At 1% Of BW;;2017-12-05 18:11:01.771+00;2017-12-05 18:11:01.771+00;162
894;;Yearling Supplement, At 12 Months Of Age, Fed At 1% Of BW;;2017-12-05 18:11:06.698+00;2017-12-05 18:11:06.698+00;163
895;;Yearling, 12 Months - Moderate Growth;;2017-12-05 18:11:09.793+00;2017-12-05 18:11:09.793+00;168
896;;Yearling, 12 Months - Moderate Growth;;2017-12-05 18:11:12.836+00;2017-12-05 18:11:12.836+00;169
897;;Yearling, 12 Months - Rapid Growth;;2017-12-05 18:11:15.869+00;2017-12-05 18:11:15.869+00;168
898;;Yearling, 12 Months - Rapid Growth;;2017-12-05 18:11:18.86+00;2017-12-05 18:11:18.86+00;169
899;;Young Bird, Pelleted Mix;;2017-12-05 18:11:21.661+00;2017-12-05 18:11:21.661+00;28
900;;Young Bird, Pelleted Mix;;2017-12-05 18:11:25.333+00;2017-12-05 18:11:25.333+00;29
